680
100 100
190 12 2
190 14 2
190 16 2
190 18 2
190 20 2
190 22 2
190 24 2
190 26 2
190 28 2
190 30 2
190 32 2
190 34 2
190 36 2
190 38 2
190 40 2
190 42 2
190 44 2
190 46 2
190 48 2
190 50 2
190 52 2
190 54 2
190 56 2
190 58 2
190 60 2
190 62 2
190 64 2
190 66 2
190 68 2
190 70 2
190 72 2
190 74 2
190 76 2
190 78 2
190 80 2
190 82 2
190 84 2
190 86 2
190 88 2
190 90 2
190 92 2
190 94 2
190 96 2
190 98 2
190 100 2
190 102 2
190 104 2
190 106 2
190 108 2
190 110 2
190 112 2
190 114 2
190 116 2
190 118 2
190 120 2
190 122 2
190 124 2
190 126 2
190 128 2
190 130 2
190 132 2
190 134 2
190 136 2
190 138 2
190 140 2
190 142 2
190 144 2
190 146 2
190 148 2
190 150 2
190 152 2
190 154 2
190 156 2
190 158 2
190 160 2
190 162 2
190 164 2
190 166 2
190 168 2
190 170 2
190 172 2
190 174 2
190 176 2
190 178 2
190 180 2
190 182 2
190 184 2
190 186 2
190 188 2
190 190 2
188 190 2
186 190 2
184 190 2
182 190 2
180 190 2
178 190 2
176 190 2
174 190 2
172 190 2
170 190 2
168 190 2
166 190 2
164 190 2
162 190 2
160 190 2
158 190 2
156 190 2
154 190 2
152 190 2
150 190 2
148 190 2
146 190 2
144 190 2
142 190 2
140 190 2
138 190 2
136 190 2
134 190 2
132 190 2
130 190 2
128 190 2
126 190 2
124 190 2
122 190 2
120 190 2
118 190 2
116 190 2
114 190 2
112 190 2
110 190 2
108 190 2
106 190 2
104 190 2
102 190 2
100 190 2
98 190 2
96 190 2
94 190 2
92 190 2
90 190 2
88 190 2
86 190 2
84 190 2
82 190 2
80 190 2
78 190 2
76 190 2
74 190 2
72 190 2
70 190 2
68 190 2
66 190 2
64 190 2
62 190 2
60 190 2
58 190 2
56 190 2
54 190 2
52 190 2
50 190 2
48 190 2
46 190 2
44 190 2
42 190 2
40 190 2
38 190 2
36 190 2
34 190 2
32 190 2
30 190 2
28 190 2
26 190 2
24 190 2
22 190 2
20 190 2
18 190 2
16 190 2
14 190 2
12 190 2
10 190 2
10 188 2
10 186 2
10 184 2
10 182 2
10 180 2
10 178 2
10 176 2
10 174 2
10 172 2
10 170 2
10 168 2
10 166 2
10 164 2
10 162 2
10 160 2
10 158 2
10 156 2
10 154 2
10 152 2
10 150 2
10 148 2
10 146 2
10 144 2
10 142 2
10 140 2
10 138 2
10 136 2
10 134 2
10 132 2
10 130 2
10 128 2
10 126 2
10 124 2
10 122 2
10 120 2
10 118 2
10 116 2
10 114 2
10 112 2
10 110 2
10 108 2
10 106 2
10 104 2
10 102 2
10 100 2
10 98 2
10 96 2
10 94 2
10 92 2
10 90 2
10 88 2
10 86 2
10 84 2
10 82 2
10 80 2
10 78 2
10 76 2
10 74 2
10 72 2
10 70 2
10 68 2
10 66 2
10 64 2
10 62 2
10 60 2
10 58 2
10 56 2
10 54 2
10 52 2
10 50 2
10 48 2
10 46 2
10 44 2
10 42 2
10 40 2
10 38 2
10 36 2
10 34 2
10 32 2
10 30 2
10 28 2
10 26 2
10 24 2
10 22 2
10 20 2
10 18 2
10 16 2
10 14 2
10 12 2
10 10 2
12 10 2
14 10 2
16 10 2
18 10 2
20 10 2
22 10 2
24 10 2
26 10 2
28 10 2
30 10 2
32 10 2
34 10 2
36 10 2
38 10 2
40 10 2
42 10 2
44 10 2
46 10 2
48 10 2
50 10 2
52 10 2
54 10 2
56 10 2
58 10 2
60 10 2
62 10 2
64 10 2
66 10 2
68 10 2
70 10 2
72 10 2
74 10 2
76 10 2
78 10 2
80 10 2
82 10 2
84 10 2
86 10 2
88 10 2
90 10 2
92 10 2
94 10 2
96 10 2
98 10 2
