300
23.55 20.83
24.67 93.34 7
33.01 55.55 7
31.22 0.18 7
90.65 58.26 7
60.94 57.56 7
68.17 79.21 7
51.12 47.54 7
19.48 4.75 7
53.73 28.37 7
16.07 82.14 7
5.54 99.29 7
48.26 14.58 7
9.41 84.38 7
74.49 84.46 7
47.3 55.25 7
98.41 37.64 7
54.05 68.39 7
63.26 50.77 7
57.57 78.44 7
65.16 40.78 7
3.21 36.35 7
32.42 78.27 7
1.24 99.01 7
60.12 71.05 7
53.35 83.14 7
3.36 12.54 7
78.98 97.83 7
22.6 70.1 7
54.83 99.88 7
5.58 22.9 7
24.66 9.13 7
15.54 52.83 7
4.01 20.5 7
96.43 49.73 7
60.89 11.99 7
61.27 24.41 7
78.01 26.19 7
44.53 2.72 7
54.22 8.18 7
71.33 32.23 7
50.21 0.82 7
63.35 21.49 7
55.5 8.86 7
73.63 17.07 7
47.34 38.25 7
45.57 28.26 7
58.02 32.46 7
79.79 30.32 7
56.31 21.31 7
62.16 16.88 7
43.23 11.54 7
75.98 28.26 7
45.63 23.76 7
74.93 38.63 7
50.3 13.28 7
77.94 16.73 7
40 38.77 7
66.87 17.1 7
41.47 31.69 7
67 3.94 7
63.88 23.81 7
76.81 16.4 7
41.49 2.29 7
78.41 15.88 7
49.85 30.56 7
44.15 32.64 7
42.72 42.84 7
42.95 44.74 7
42.69 39.78 7
45.6 43.93 7
43.21 42.35 7
42.62 44.81 7
42.59 39.16 7
41.07 43.98 7
41.97 43.22 7
40.11 39.6 7
45.42 39.91 7
40.4 40.19 7
45.6 41.81 7
42.56 42.28 7
43.96 42.1 7
45.71 40.8 7
64.3 1.03 7
30.69 95.98 7
11.46 53.07 7
0.62 84.95 7
34.24 70.46 7
85.6 88.65 7
66.26 99.07 7
25.65 24.53 7
70.23 90.73 7
9.07 51.92 7
53.87 15.51 7
57.66 15.51 7
52.12 16.84 7
47.45 7.49 7
48 4 7
50.97 4.59 7
55.4 11.17 7
54.5 15.91 7
52.67 8.88 7
52.96 3.75 7
44.72 11.87 7
55.38 10.13 7
45.57 12.76 7
56.94 12.18 7
53.85 15.08 7
56.38 14.32 7
54.15 15.54 7
56.26 10.34 7
46.38 12.31 7
50.52 8.68 7
56.85 15.49 7
55.24 13.37 7
51.98 10.99 7
45.09 11.7 7
52.67 4.65 7
51.86 7.7 7
52.03 16.04 7
