441
0 0
12 33 3.8
12 36 3.8
13 3 3.8
13 6 3.8
13 7 3.8
13 11.3 3.8
13 15 3.8
13 18 3.8
13 21 3.8
13 22 3.8
13 24 3.8
13 27 3.8
13 30 3.8
13 33 3.8
13 36 3.8
14 3 3.8
14 6 3.8
14 9.3 3.8
14 15 3.8
14 18 3.8
14 20 3.8
14 21 3.8
14 24 3.8
14 25 3.8
14 27 3.8
14 28.2 3.8
14 29 3.8
14 30 3.8
14 33 3.8
14 36 3.8
15 15 3.8
15 18 3.8
15 19 3.8
15 21 3.8
15 24 3.8
15 27 3.8
15 28 3.8
15 28.6 3.8
15 30 3.8
15 33 3.8
15 36 3.8
16 11 3.8
16 13 3.8
16 15 3.8
16 18 3.8
16 21 3.8
16 24 3.8
16 27 3.8
16 30 3.8
16 33 3.8
16 36 3.8
17 12 3.8
17 15 3.8
17 18 3.8
17 21 3.8
17 24 3.8
17 36 3.8
18 3 3.8
18 6 3.8
18 12.3 3.8
18 15 3.8
18 18 3.8
18 21 3.8
18 24 3.8
19 3 3.8
19 6 3.8
19 30 3.8
19 35.2 3.8
20 3 3.8
20 3.7 3.8
20 6 3.8
20 8 3.8
20 9 3.8
20 10 3.8
20 11 3.8
20 12 3.8
20 13 3.8
20 14 3.8
20 15 3.8
20 16 3.8
20 17 3.8
20 18 3.8
20 19 3.8
20 20 3.8
20 21 3.8
20 22 3.8
20 23 3.8
20 24 3.8
20 25 3.8
20 26 3.8
20 27 3.8
20 28 3.8
20 29 3.8
20 30 3.8
20 31 3.8
20 35 3.8
21 3 3.8
21 6 3.8
21 32 3.8
22 3 3.8
22 4.7 3.8
22 6 3.8
22 32 3.8
23 3 3.8
23 6 3.8
23 34 3.8
24 3 3.8
24 6 3.8
24 21 3.8
25 3 3.8
25 8 3.8
26 4 3.8
26 5 3.8
26 8 3.8
26 9 3.8
26 10 3.8
26 11 3.8
26 12 3.8
26 13 3.8
26 14 3.8
26 15 3.8
26 16 3.8
26 17 3.8
26 18 3.8
26 19 3.8
26 20 3.8
26 21 3.8
26 22 3.8
26 23 3.8
26 24 3.8
26 25 3.8
26 26 3.8
26 27 3.8
26 28 3.8
26 29 3.8
26 30 3.8
26 31 3.8
26 34 3.8
27 7 3.8
27 8 3.8
27 9 3.8
27 10 3.8
27 11 3.8
27 12 3.8
27 13 3.8
27 14 3.8
27 15 3.8
27 16 3.8
27 17 3.8
27 18 3.8
27 19 3.8
27 20 3.8
27 21 3.8
27 22 3.8
27 23 3.8
27 25 3.8
27 26 3.8
27 27 3.8
27 28 3.8
27 29 3.8
27 30 3.8
27 31 3.8
27 32 3.8
27 33 3.8
27 34 3.8
27 35 3.8
27 36 3.8
27 37 3.8
27 38 3.8
28 9 3.8
28 11.3 3.8
29 4 3.8
29 5 3.8
29 14 3.8
29 24 3.8
29 30 3.8
30 7 3.8
30 8 3.8
30 9 3.8
30 10 3.8
30 11 3.8
30 12 3.8
30 13 3.8
30 15 3.8
30 16 3.8
30 17 3.8
30 18 3.8
30 19 3.8
30 20 3.8
30 21 3.8
30 22 3.8
30 23 3.8
30 25 3.8
30 26 3.8
30 27 3.8
30 28 3.8
30 29 3.8
30 30 3.8
30 31 3.8
30 32 3.8
30 33 3.8
30 34 3.8
30 35 3.8
30 36 3.8
30 37 3.8
30 38 3.8
1.5 35 3.8
1.5 35.5 3.8
4.7 25.5 3.8
4.7 33.5 3.8
4.7 34.5 3.8
5.4 23.3 3.8
5.4 24.3 3.8
6.2 36.5 3.8
6.2 37.1 3.8
7.5 25.5 3.8
8.5 5.2 3.8
8.5 7 3.8
8.5 22.8 3.8
9.4 7.4 3.8
9.5 22.2 3.8
9.1 26 3.8
10.5 10.5 3.8
11.5 13.5 3.8
11.7 22.8 3.8
12.2 22.1 3.8
13.5 7.5 3.8
13.5 17 3.8
13.5 21.4 3.8
14.5 7.7 3.8
15.5 3 3.8
15.5 5 3.8
15.5 18.5 3.8
16.5 10.5 3.8
16.9 26.8 3.8
17.1 3.1 3.8
17.1 5.1 3.8
17.5 7.5 3.8
17.9 25.8 3.8
17.2 26.1 3.8
17.9 33.3 3.8
17.2 34.1 3.8
18.3 27 3.8
18.3 28 3.8
18.3 34.5 3.8
20.6 16.5 3.8
20.5 31.5 3.8
21.7 19 3.8
21.1 20 3.8
21.2 27.5 3.8
21.5 32.5 3.8
22.9 14 3.8
22.2 28.2 3.8
22.8 32.5 3.8
23.9 13 3.8
23.2 15 3.8
24.5 7.1 3.8
26.2 36.5 3.8
27.5 5.2 3.8
27.6 23.6 3.8
28.5 22 3.8
28.5 27 3.8
28.5 33.5 3.8
29.3 9.5 3.8
29.5 17.5 3.8
29.5 20.5 3.8
5.2 32 3.8
23 35 3.8
23.2 31.5 3.8
5.3 21 3.8
25.5 7.1 3.8
7.5 4.9 3.8
