317
169.3 405.5
278.7 6.9 41.34
280.3 37 41.34
283.5 127.6 41.34
286.6 121.3 41.34
290.6 6.9 41.34
293.7 6.9 41.34
293.7 63 41.34
294.5 73.2 41.34
301.6 127.6 41.34
305.5 6.9 41.34
308.7 6.9 41.34
60.6 22 41.34
116.5 37 41.34
178 37 41.34
6.3 140.2 41.34
9.4 140.2 41.34
14.2 170.1 41.34
17.3 260.7 41.34
20.5 254.4 41.34
21.3 140 41.34
24.4 140 41.34
27.6 196.1 41.34
28.3 206.3 41.34
36.2 140 41.34
39.4 140 41.34
44.9 170.1 41.34
48 260.7 41.34
51.2 254.4 41.34
52.8 148.8 41.34
58.3 196.1 41.34
59.1 206.3 41.34
63.8 198.5 41.34
63.8 182.7 41.34
63.8 164.5 41.34
63.8 147.3 41.34
66.9 147.3 41.34
67.7 164.6 41.34
67.7 182.7 41.34
67.7 198.5 41.34
70.9 198.5 41.34
70.9 182.7 41.34
70.9 164.6 41.34
70.1 147.3 41.34
76.4 155.1 41.34
81.1 152 41.34
84.3 150.4 41.34
85.8 170.1 41.34
89 260.7 41.34
92.1 254.4 41.34
99.2 196.1 41.34
100 206.3 41.34
119.7 260.7 41.34
122.8 254.4 41.34
127.6 153.6 41.34
129.9 196.1 41.34
130.7 206.3 41.34
136.2 198.5 41.34
136.2 182.7 41.34
136.2 162.2 41.34
142.5 198.5 41.34
142.5 182.7 41.34
142.5 162.2 41.34
141.7 150.4 41.34
148.8 162.2 41.34
148.8 182.7 41.34
148.8 198.5 41.34
155.1 198.5 41.34
155.1 182.7 41.34
155.1 162.2 41.34
161.4 162.2 41.34
161.4 182.7 41.34
161.4 198.5 41.34
173.2 152 41.34
181.1 260.7 41.34
184.3 254.4 41.34
191.3 196.1 41.34
192.1 206.3 41.34
208.7 170.1 41.34
211.8 260.7 41.34
215 254.4 41.34
218.9 153.6 41.34
222 152 41.34
222 196.1 41.34
222.8 206.3 41.34
224.4 147.3 41.34
227.6 164.6 41.34
227.6 182.7 41.34
227.6 198.5 41.34
231.5 198.5 41.34
231.5 182.7 41.34
231.5 164.6 41.34
233.1 147.3 41.34
234.6 164.6 41.34
234.6 182.7 41.34
234.6 198.5 41.34
236.2 147.3 41.34
240.2 148.8 41.34
240.2 155.1 41.34
248 147.3 41.34
249.6 170.1 41.34
252.8 260.7 41.34
255.9 254.4 41.34
263 196.1 41.34
263.8 206.3 41.34
275.6 140 41.34
278.7 140 41.34
280.3 170.1 41.34
283.5 260.7 41.34
286.6 254.4 41.34
290.6 140 41.34
293.7 140 41.34
293.7 196.1 41.34
294.5 206.3 41.34
301.6 260.7 41.34
305.5 140 41.34
308.7 140 41.34
60.6 155.1 41.34
116.5 170.1 41.34
178 170.1 41.34
6.3 273.3 41.34
9.4 273.3 41.34
14.2 303.2 41.34
17.3 393.8 41.34
20.5 387.5 41.34
21.3 273.1 41.34
24.4 273.1 41.34
27.6 329.2 41.34
28.3 339.4 41.34
36.2 273.1 41.34
39.4 273.1 41.34
44.9 303.2 41.34
48 393.8 41.34
51.2 387.5 41.34
52.8 281.9 41.34
58.3 329.2 41.34
59.1 339.4 41.34
63.8 331.6 41.34
63.8 315.8 41.34
63.8 297.6 41.34
63.8 280.4 41.34
66.9 280.4 41.34
67.7 297.7 41.34
67.7 315.8 41.34
67.7 331.6 41.34
70.9 331.6 41.34
70.9 315.8 41.34
70.9 297.7 41.34
70.1 280.4 41.34
76.4 288.2 41.34
81.1 285.1 41.34
84.3 283.5 41.34
85.8 303.2 41.34
89 393.8 41.34
92.1 387.5 41.34
99.2 329.2 41.34
100 339.4 41.34
119.7 393.8 41.34
122.8 387.5 41.34
127.6 286.7 41.34
129.9 329.2 41.34
130.7 339.4 41.34
136.2 331.6 41.34
136.2 315.8 41.34
136.2 295.3 41.34
142.5 331.6 41.34
142.5 315.8 41.34
142.5 295.3 41.34
141.7 283.5 41.34
148.8 295.3 41.34
148.8 315.8 41.34
148.8 331.6 41.34
155.1 331.6 41.34
155.1 315.8 41.34
155.1 295.3 41.34
161.4 295.3 41.34
161.4 315.8 41.34
161.4 331.6 41.34
173.2 285.1 41.34
181.1 393.8 41.34
184.3 387.5 41.34
191.3 329.2 41.34
192.1 339.4 41.34
208.7 303.2 41.34
211.8 393.8 41.34
215 387.5 41.34
218.9 286.7 41.34
222 285.1 41.34
222 329.2 41.34
222.8 339.4 41.34
224.4 280.4 41.34
227.6 297.7 41.34
227.6 315.8 41.34
227.6 331.6 41.34
231.5 331.6 41.34
231.5 315.8 41.34
231.5 297.7 41.34
233.1 280.4 41.34
234.6 297.7 41.34
234.6 315.8 41.34
234.6 331.6 41.34
236.2 280.4 41.34
240.2 281.9 41.34
240.2 288.2 41.34
248 280.4 41.34
249.6 303.2 41.34
252.8 393.8 41.34
255.9 387.5 41.34
263 329.2 41.34
263.8 339.4 41.34
275.6 273.1 41.34
278.7 273.1 41.34
280.3 303.2 41.34
283.5 393.8 41.34
286.6 387.5 41.34
290.6 273.1 41.34
293.7 273.1 41.34
293.7 329.2 41.34
294.5 339.4 41.34
301.6 393.8 41.34
305.5 273.1 41.34
308.7 273.1 41.34
60.6 288.2 41.34
116.5 303.2 41.34
178 303.2 41.34
141.7 -7.9 41.34
149.6 -7.9 41.34
