317
169.3 405.5
234.6 331.6 124.02
236.2 280.4 124.02
240.2 281.9 124.02
240.2 288.2 124.02
248 280.4 124.02
249.6 303.2 124.02
252.8 393.8 124.02
255.9 387.5 124.02
263 329.2 124.02
263.8 339.4 124.02
275.6 273.1 124.02
278.7 273.1 124.02
280.3 303.2 124.02
283.5 393.8 124.02
286.6 387.5 124.02
290.6 273.1 124.02
293.7 273.1 124.02
293.7 329.2 124.02
294.5 339.4 124.02
301.6 393.8 124.02
305.5 273.1 124.02
308.7 273.1 124.02
60.6 288.2 124.02
116.5 303.2 124.02
178 303.2 124.02
141.7 -7.9 124.02
149.6 -7.9 124.02
