441
0 0
15 30 11.4
15 33 11.4
15 36 11.4
16 11 11.4
16 13 11.4
16 15 11.4
16 18 11.4
16 21 11.4
16 24 11.4
16 27 11.4
16 30 11.4
16 33 11.4
16 36 11.4
17 12 11.4
17 15 11.4
17 18 11.4
17 21 11.4
17 24 11.4
17 36 11.4
18 3 11.4
18 6 11.4
18 12.3 11.4
18 15 11.4
18 18 11.4
18 21 11.4
18 24 11.4
19 3 11.4
19 6 11.4
19 30 11.4
19 35.2 11.4
20 3 11.4
20 3.7 11.4
20 6 11.4
20 8 11.4
20 9 11.4
20 10 11.4
20 11 11.4
20 12 11.4
20 13 11.4
20 14 11.4
20 15 11.4
20 16 11.4
20 17 11.4
20 18 11.4
20 19 11.4
20 20 11.4
20 21 11.4
20 22 11.4
20 23 11.4
20 24 11.4
20 25 11.4
20 26 11.4
20 27 11.4
20 28 11.4
20 29 11.4
20 30 11.4
20 31 11.4
20 35 11.4
21 3 11.4
21 6 11.4
21 32 11.4
22 3 11.4
22 4.7 11.4
22 6 11.4
22 32 11.4
23 3 11.4
23 6 11.4
23 34 11.4
24 3 11.4
24 6 11.4
24 21 11.4
25 3 11.4
25 8 11.4
26 4 11.4
26 5 11.4
26 8 11.4
26 9 11.4
26 10 11.4
26 11 11.4
26 12 11.4
26 13 11.4
26 14 11.4
26 15 11.4
26 16 11.4
26 17 11.4
26 18 11.4
26 19 11.4
26 20 11.4
26 21 11.4
26 22 11.4
26 23 11.4
26 24 11.4
26 25 11.4
26 26 11.4
26 27 11.4
26 28 11.4
26 29 11.4
26 30 11.4
26 31 11.4
26 34 11.4
27 7 11.4
27 8 11.4
27 9 11.4
27 10 11.4
27 11 11.4
27 12 11.4
27 13 11.4
27 14 11.4
27 15 11.4
27 16 11.4
27 17 11.4
27 18 11.4
27 19 11.4
27 20 11.4
27 21 11.4
27 22 11.4
27 23 11.4
27 25 11.4
27 26 11.4
27 27 11.4
27 28 11.4
27 29 11.4
27 30 11.4
27 31 11.4
27 32 11.4
27 33 11.4
27 34 11.4
27 35 11.4
27 36 11.4
27 37 11.4
27 38 11.4
28 9 11.4
28 11.3 11.4
29 4 11.4
29 5 11.4
29 14 11.4
29 24 11.4
29 30 11.4
30 7 11.4
30 8 11.4
30 9 11.4
30 10 11.4
30 11 11.4
30 12 11.4
30 13 11.4
30 15 11.4
30 16 11.4
30 17 11.4
30 18 11.4
30 19 11.4
30 20 11.4
30 21 11.4
30 22 11.4
30 23 11.4
30 25 11.4
30 26 11.4
30 27 11.4
30 28 11.4
30 29 11.4
30 30 11.4
30 31 11.4
30 32 11.4
30 33 11.4
30 34 11.4
30 35 11.4
30 36 11.4
30 37 11.4
30 38 11.4
1.5 35 11.4
1.5 35.5 11.4
4.7 25.5 11.4
4.7 33.5 11.4
4.7 34.5 11.4
5.4 23.3 11.4
5.4 24.3 11.4
6.2 36.5 11.4
6.2 37.1 11.4
7.5 25.5 11.4
8.5 5.2 11.4
8.5 7 11.4
8.5 22.8 11.4
9.4 7.4 11.4
9.5 22.2 11.4
9.1 26 11.4
10.5 10.5 11.4
11.5 13.5 11.4
11.7 22.8 11.4
12.2 22.1 11.4
13.5 7.5 11.4
13.5 17 11.4
13.5 21.4 11.4
14.5 7.7 11.4
15.5 3 11.4
15.5 5 11.4
15.5 18.5 11.4
16.5 10.5 11.4
16.9 26.8 11.4
17.1 3.1 11.4
17.1 5.1 11.4
17.5 7.5 11.4
17.9 25.8 11.4
17.2 26.1 11.4
17.9 33.3 11.4
17.2 34.1 11.4
18.3 27 11.4
18.3 28 11.4
18.3 34.5 11.4
20.6 16.5 11.4
20.5 31.5 11.4
21.7 19 11.4
21.1 20 11.4
21.2 27.5 11.4
21.5 32.5 11.4
22.9 14 11.4
22.2 28.2 11.4
22.8 32.5 11.4
23.9 13 11.4
23.2 15 11.4
24.5 7.1 11.4
26.2 36.5 11.4
27.5 5.2 11.4
27.6 23.6 11.4
28.5 22 11.4
28.5 27 11.4
28.5 33.5 11.4
29.3 9.5 11.4
29.5 17.5 11.4
29.5 20.5 11.4
5.2 32 11.4
23 35 11.4
23.2 31.5 11.4
5.3 21 11.4
25.5 7.1 11.4
7.5 4.9 11.4
